job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,job_title_standardized,job_category,skills_list,tools_list,num_skills_required,num_tools_preferred,salary_min,salary_max,salary_avg,salary_category,city,country_code,country,region,industry_standardized,industry_category,experience_level_standardized,employment_type_standardized,company_size_standardized,posted_date_parsed,posted_year,posted_month,posted_quarter,posted_month_name
374,"Cummings, Ball and Owens",Healthcare,Data Analyst,"C++, NumPy, CUDA, GCP, TensorFlow, Hugging Face",Entry,Full-time,"Boydtown, HT",50137-121449,2025/3/20,Mid,"TensorFlow, Scikit-learn, PyTorch",Data Analyst,Data Analyst,"['C++', 'NumPy', 'CUDA', 'GCP', 'TensorFlow', 'Hugging Face']","['TensorFlow', 'Scikit-learn', 'PyTorch']",6,3,50137,121449,85793.0,Mid (70K-100K),Boydtown,HT,Unknown,Other,Healthcare,Healthcare,Entry,Full-Time,Mid,2025-03-20,2025,3,1,March
375,"Harrington, Gross and Kim",Tech,NLP Engineer,"Flask, CUDA, AWS",Senior,Full-time,"Lake Lisamouth, CR",96091-176352,2024/11/25,Startup,Scikit-learn,Nlp Engineer,NLP Engineer,"['Flask', 'CUDA', 'AWS']",['Scikit-learn'],3,1,96091,176352,136221.5,High (100K-150K),Lake Lisamouth,CR,Costa Rica,Central America,Tech,Technology,Senior,Full-Time,Startup,2024-11-25,2024,11,4,November
376,"Bryan, Harding and Hamilton",Finance,AI Product Manager,"R, Python, PyTorch, GCP, Power BI",Senior,Contract,"Campbellburgh, PL",118753-156568,2025/5/3,Mid,"MLflow, TensorFlow",Ai Product Manager,AI Product Manager,"['R', 'Python', 'PyTorch', 'GCP', 'Power BI']","['MLflow', 'TensorFlow']",5,2,118753,156568,137660.5,High (100K-150K),Campbellburgh,PL,Poland,Europe,Finance,Finance & Banking,Senior,Contract,Mid,2025-05-03,2025,5,2,May
377,"Miller, Cox and Clark",Tech,Quant Researcher,"Hugging Face, MLflow, CUDA",Entry,Contract,"Jacksonberg, MR",56022-87385,2023/9/24,Large,"KDB+, PyTorch",Quant Researcher,Quant Researcher,"['Hugging Face', 'MLflow', 'CUDA']","['KDB+', 'PyTorch']",3,2,56022,87385,71703.5,Mid (70K-100K),Jacksonberg,MR,Mauritania,Africa,Tech,Technology,Entry,Contract,Large,2023-09-24,2023,9,3,September
378,Watson-Boyle,Education,NLP Engineer,"FastAPI, TensorFlow, PyTorch",Senior,Full-time,"Geraldville, TT",65449-93935,2024/8/22,Mid,"Scikit-learn, PyTorch, TensorFlow",Nlp Engineer,NLP Engineer,"['FastAPI', 'TensorFlow', 'PyTorch']","['Scikit-learn', 'PyTorch', 'TensorFlow']",3,3,65449,93935,79692.0,Mid (70K-100K),Geraldville,TT,Trinidad and Tobago,Caribbean,Education,Education,Senior,Full-Time,Mid,2024-08-22,2024,8,3,August
379,"Montoya, Chambers and Bennett",E-commerce,Quant Researcher,"Excel, CUDA, Keras",Entry,Remote,"Odommouth, JO",53432-134809,2024/2/9,Startup,"PyTorch, Scikit-learn",Quant Researcher,Quant Researcher,"['Excel', 'CUDA', 'Keras']","['PyTorch', 'Scikit-learn']",3,2,53432,134809,94120.5,Mid (70K-100K),Odommouth,JO,Unknown,Other,E-Commerce,Retail & E-commerce,Entry,Remote,Startup,2024-02-09,2024,2,1,February
380,"Fields, Porter and Martinez",Finance,Quant Researcher,"Power BI, FastAPI, Azure, MLflow, CUDA",Entry,Full-time,"New Dawn, CV",91250-117518,2025/2/10,Mid,"KDB+, Scikit-learn, FastAPI",Quant Researcher,Quant Researcher,"['Power BI', 'FastAPI', 'Azure', 'MLflow', 'CUDA']","['KDB+', 'Scikit-learn', 'FastAPI']",5,3,91250,117518,104384.0,High (100K-150K),New Dawn,CV,Unknown,Other,Finance,Finance & Banking,Entry,Full-Time,Mid,2025-02-10,2025,2,1,February
381,"Gallegos, Ruiz and Ross",E-commerce,Data Scientist,"Reinforcement Learning, Hugging Face, GCP, Excel, MLflow, CUDA",Senior,Contract,"Proctorbury, HR",56274-130011,2024/10/24,Large,MLflow,Data Scientist,Data Scientist,"['Reinforcement Learning', 'Hugging Face', 'GCP', 'Excel', 'MLflow', 'CUDA']",['MLflow'],6,1,56274,130011,93142.5,Mid (70K-100K),Proctorbury,HR,Croatia,Europe,E-Commerce,Retail & E-commerce,Senior,Contract,Large,2024-10-24,2024,10,4,October
382,Ingram LLC,Retail,Computer Vision Engineer,"Keras, Excel, Power BI, SQL, GCP",Mid,Internship,"Gonzalezbury, TW",100532-123437,2025/7/28,Large,"KDB+, TensorFlow",Computer Vision Engineer,Computer Vision Engineer,"['Keras', 'Excel', 'Power BI', 'SQL', 'GCP']","['KDB+', 'TensorFlow']",5,2,100532,123437,111984.5,High (100K-150K),Gonzalezbury,TW,Taiwan,Asia,Retail,Retail & E-commerce,Mid,Internship,Large,2025-07-28,2025,7,3,July
383,Moody Inc,E-commerce,AI Product Manager,"LangChain, Scikit-learn, Keras, Power BI, Excel",Senior,Remote,"West Benjamin, DJ",133743-144254,2023/11/13,Mid,"Scikit-learn, FastAPI",Ai Product Manager,AI Product Manager,"['LangChain', 'Scikit-learn', 'Keras', 'Power BI', 'Excel']","['Scikit-learn', 'FastAPI']",5,2,133743,144254,138998.5,High (100K-150K),West Benjamin,DJ,Unknown,Other,E-Commerce,Retail & E-commerce,Senior,Remote,Mid,2023-11-13,2023,11,4,November
384,Walls-Kidd,Tech,AI Product Manager,"SQL, CUDA, AWS",Entry,Remote,"Wheelermouth, UY",44510-92759,2023/10/20,Startup,TensorFlow,Ai Product Manager,AI Product Manager,"['SQL', 'CUDA', 'AWS']",['TensorFlow'],3,1,44510,92759,68634.5,Low (<70K),Wheelermouth,UY,Uruguay,South America,Tech,Technology,Entry,Remote,Startup,2023-10-20,2023,10,4,October
385,Mullins Group,Automotive,NLP Engineer,"SQL, C++, CUDA, GCP, Flask, Reinforcement Learning",Entry,Contract,"Brianview, DJ",88577-147284,2025/5/16,Mid,BigQuery,Nlp Engineer,NLP Engineer,"['SQL', 'C++', 'CUDA', 'GCP', 'Flask', 'Reinforcement Learning']",['BigQuery'],6,1,88577,147284,117930.5,High (100K-150K),Brianview,DJ,Unknown,Other,Automotive,Automotive & Transportation,Entry,Contract,Mid,2025-05-16,2025,5,2,May
386,King Group,Healthcare,NLP Engineer,"C++, Excel, Scikit-learn, FastAPI, Power BI",Mid,Full-time,"New Jeffreyhaven, AE",129724-218042,2024/6/4,Large,"LangChain, PyTorch",Nlp Engineer,NLP Engineer,"['C++', 'Excel', 'Scikit-learn', 'FastAPI', 'Power BI']","['LangChain', 'PyTorch']",5,2,129724,218042,173883.0,Very High (>150K),New Jeffreyhaven,AE,Unknown,Other,Healthcare,Healthcare,Mid,Full-Time,Large,2024-06-04,2024,6,2,June
387,Hansen-Stone,Retail,Quant Researcher,"C++, CUDA, Power BI, Azure, AWS, PyTorch",Entry,Internship,"West William, ID",41023-80713,2024/3/15,Mid,KDB+,Quant Researcher,Quant Researcher,"['C++', 'CUDA', 'Power BI', 'Azure', 'AWS', 'PyTorch']",['KDB+'],6,1,41023,80713,60868.0,Low (<70K),West William,ID,Indonesia,Asia,Retail,Retail & E-commerce,Entry,Internship,Mid,2024-03-15,2024,3,1,March
388,Gardner Group,Retail,ML Engineer,"LangChain, Pandas, Scikit-learn, CUDA, Reinforcement Learning, TensorFlow",Entry,Internship,"Port Monicaborough, KW",106371-127550,2025/4/16,Startup,PyTorch,Ml Engineer,ML Engineer,"['LangChain', 'Pandas', 'Scikit-learn', 'CUDA', 'Reinforcement Learning', 'TensorFlow']",['PyTorch'],6,1,106371,127550,116960.5,High (100K-150K),Port Monicaborough,KW,Kuwait,Asia,Retail,Retail & E-commerce,Entry,Internship,Startup,2025-04-16,2025,4,2,April
389,Leonard-Duke,Retail,AI Researcher,"Keras, PyTorch, AWS, SQL",Mid,Internship,"Patrickfurt, BD",56530-75014,2025/1/4,Mid,Scikit-learn,Ai Researcher,AI Researcher,"['Keras', 'PyTorch', 'AWS', 'SQL']",['Scikit-learn'],4,1,56530,75014,65772.0,Low (<70K),Patrickfurt,BD,Bangladesh,Asia,Retail,Retail & E-commerce,Mid,Internship,Mid,2025-01-04,2025,1,1,January
390,Patton and Sons,Retail,NLP Engineer,"Power BI, GCP, TensorFlow, CUDA, MLflow",Entry,Internship,"West Melissa, MH",119266-200044,2024/3/14,Startup,"BigQuery, LangChain, Scikit-learn",Nlp Engineer,NLP Engineer,"['Power BI', 'GCP', 'TensorFlow', 'CUDA', 'MLflow']","['BigQuery', 'LangChain', 'Scikit-learn']",5,3,119266,200044,159655.0,Very High (>150K),West Melissa,MH,Unknown,Other,Retail,Retail & E-commerce,Entry,Internship,Startup,2024-03-14,2024,3,1,March
391,Vazquez PLC,Automotive,AI Product Manager,"FastAPI, NumPy, R",Senior,Remote,"New Matthew, SC",131807-227051,2025/3/20,Large,PyTorch,Ai Product Manager,AI Product Manager,"['FastAPI', 'NumPy', 'R']",['PyTorch'],3,1,131807,227051,179429.0,Very High (>150K),New Matthew,SC,Seychelles,Africa,Automotive,Automotive & Transportation,Senior,Remote,Large,2025-03-20,2025,3,1,March
392,Romero PLC,Tech,ML Engineer,"FastAPI, NumPy, R",Senior,Internship,"Christianland, PT",50349-109003,2024/6/22,Startup,LangChain,Ml Engineer,ML Engineer,"['FastAPI', 'NumPy', 'R']",['LangChain'],3,1,50349,109003,79676.0,Mid (70K-100K),Christianland,PT,Portugal,Europe,Tech,Technology,Senior,Internship,Startup,2024-06-22,2024,6,2,June
393,Howell PLC,Healthcare,Quant Researcher,"Flask, PyTorch, GCP",Senior,Contract,"Millermouth, CF",56567-116937,2024/9/18,Mid,"LangChain, FastAPI, TensorFlow",Quant Researcher,Quant Researcher,"['Flask', 'PyTorch', 'GCP']","['LangChain', 'FastAPI', 'TensorFlow']",3,3,56567,116937,86752.0,Mid (70K-100K),Millermouth,CF,Central African Republic,Africa,Healthcare,Healthcare,Senior,Contract,Mid,2024-09-18,2024,9,3,September
394,Beltran PLC,Retail,Data Analyst,"Azure, PyTorch, Pandas, R, GCP",Entry,Full-time,"Alexiston, UY",137094-205303,2025/4/9,Large,"FastAPI, Scikit-learn",Data Analyst,Data Analyst,"['Azure', 'PyTorch', 'Pandas', 'R', 'GCP']","['FastAPI', 'Scikit-learn']",5,2,137094,205303,171198.5,Very High (>150K),Alexiston,UY,Uruguay,South America,Retail,Retail & E-commerce,Entry,Full-Time,Large,2025-04-09,2025,4,2,April
395,Browning Inc,Healthcare,ML Engineer,"PyTorch, Azure, LangChain, Python",Senior,Internship,"Shariborough, BO",123710-203362,2024/12/25,Large,"Scikit-learn, MLflow",Ml Engineer,ML Engineer,"['PyTorch', 'Azure', 'LangChain', 'Python']","['Scikit-learn', 'MLflow']",4,2,123710,203362,163536.0,Very High (>150K),Shariborough,BO,Unknown,Other,Healthcare,Healthcare,Senior,Internship,Large,2024-12-25,2024,12,4,December
396,Strong-Davis,Healthcare,Data Scientist,"Reinforcement Learning, Scikit-learn, TensorFlow, PyTorch, Hugging Face, Flask",Mid,Contract,"Jasonbury, CD",120259-184163,2024/5/30,Startup,PyTorch,Data Scientist,Data Scientist,"['Reinforcement Learning', 'Scikit-learn', 'TensorFlow', 'PyTorch', 'Hugging Face', 'Flask']",['PyTorch'],6,1,120259,184163,152211.0,Very High (>150K),Jasonbury,CD,Unknown,Other,Healthcare,Healthcare,Mid,Contract,Startup,2024-05-30,2024,5,2,May
397,"Richardson, Burton and Stephens",Finance,Quant Researcher,"LangChain, Pandas, Power BI",Entry,Remote,"Timothyland, LR",131912-166499,2024/9/23,Mid,"TensorFlow, FastAPI",Quant Researcher,Quant Researcher,"['LangChain', 'Pandas', 'Power BI']","['TensorFlow', 'FastAPI']",3,2,131912,166499,149205.5,High (100K-150K),Timothyland,LR,Liberia,Africa,Finance,Finance & Banking,Entry,Remote,Mid,2024-09-23,2024,9,3,September
398,Salinas-Taylor,Retail,NLP Engineer,"PyTorch, MLflow, LangChain",Entry,Internship,"Georgeport, CI",74468-85718,2025/9/13,Mid,KDB+,Nlp Engineer,NLP Engineer,"['PyTorch', 'MLflow', 'LangChain']",['KDB+'],3,1,74468,85718,80093.0,Mid (70K-100K),Georgeport,CI,Côte d'Ivoire,Africa,Retail,Retail & E-commerce,Entry,Internship,Mid,2025-09-13,2025,9,3,September
399,Hunt Ltd,Finance,Data Analyst,"SQL, GCP, PyTorch",Entry,Remote,"Jacksonfort, PG",43013-128940,2025/9/13,Startup,"KDB+, TensorFlow, PyTorch",Data Analyst,Data Analyst,"['SQL', 'GCP', 'PyTorch']","['KDB+', 'TensorFlow', 'PyTorch']",3,3,43013,128940,85976.5,Mid (70K-100K),Jacksonfort,PG,Papua New Guinea,Oceania,Finance,Finance & Banking,Entry,Remote,Startup,2025-09-13,2025,9,3,September
400,Carr Group,Education,Data Scientist,"C++, GCP, Reinforcement Learning, R, Python, Power BI",Entry,Full-time,"Murphymouth, GM",55605-70305,2024/9/23,Startup,"PyTorch, KDB+, LangChain",Data Scientist,Data Scientist,"['C++', 'GCP', 'Reinforcement Learning', 'R', 'Python', 'Power BI']","['PyTorch', 'KDB+', 'LangChain']",6,3,55605,70305,62955.0,Low (<70K),Murphymouth,GM,Unknown,Other,Education,Education,Entry,Full-Time,Startup,2024-09-23,2024,9,3,September
401,Harris LLC,E-commerce,NLP Engineer,"Reinforcement Learning, Pandas, NumPy, FastAPI",Entry,Full-time,"South Randytown, PA",99742-185700,2024/10/25,Mid,TensorFlow,Nlp Engineer,NLP Engineer,"['Reinforcement Learning', 'Pandas', 'NumPy', 'FastAPI']",['TensorFlow'],4,1,99742,185700,142721.0,High (100K-150K),South Randytown,PA,Panama,Central America,E-Commerce,Retail & E-commerce,Entry,Full-Time,Mid,2024-10-25,2024,10,4,October
402,Reyes-Lowery,Automotive,AI Product Manager,"Pandas, Keras, Scikit-learn, TensorFlow",Mid,Internship,"Samanthaborough, VA",103675-173394,2024/7/26,Startup,BigQuery,Ai Product Manager,AI Product Manager,"['Pandas', 'Keras', 'Scikit-learn', 'TensorFlow']",['BigQuery'],4,1,103675,173394,138534.5,High (100K-150K),Samanthaborough,VA,Unknown,Other,Automotive,Automotive & Transportation,Mid,Internship,Startup,2024-07-26,2024,7,3,July
403,"Charles, Henry and Stark",Education,Computer Vision Engineer,"FastAPI, AWS, Hugging Face, R",Mid,Remote,"Valenzuelaborough, BF",126438-181388,2024/4/25,Startup,PyTorch,Computer Vision Engineer,Computer Vision Engineer,"['FastAPI', 'AWS', 'Hugging Face', 'R']",['PyTorch'],4,1,126438,181388,153913.0,Very High (>150K),Valenzuelaborough,BF,Burkina Faso,Africa,Education,Education,Mid,Remote,Startup,2024-04-25,2024,4,2,April
404,"Hill, Lucas and Alvarez",Healthcare,NLP Engineer,"C++, PyTorch, Flask",Mid,Remote,"Adamport, LC",45855-71005,2025/1/16,Mid,KDB+,Nlp Engineer,NLP Engineer,"['C++', 'PyTorch', 'Flask']",['KDB+'],3,1,45855,71005,58430.0,Low (<70K),Adamport,LC,Saint Lucia,Caribbean,Healthcare,Healthcare,Mid,Remote,Mid,2025-01-16,2025,1,1,January
405,Stone-Lee,Tech,AI Researcher,"LangChain, Pandas, AWS",Mid,Contract,"North Rebecca, LS",77831-145508,2024/6/24,Large,FastAPI,Ai Researcher,AI Researcher,"['LangChain', 'Pandas', 'AWS']",['FastAPI'],3,1,77831,145508,111669.5,High (100K-150K),North Rebecca,LS,Lesotho,Africa,Tech,Technology,Mid,Contract,Large,2024-06-24,2024,6,2,June
406,"Johnson, Williams and Perkins",Finance,Quant Researcher,"AWS, GCP, Azure, Scikit-learn, Python",Mid,Internship,"Bennettland, SN",91591-110529,2024/11/11,Mid,"FastAPI, TensorFlow",Quant Researcher,Quant Researcher,"['AWS', 'GCP', 'Azure', 'Scikit-learn', 'Python']","['FastAPI', 'TensorFlow']",5,2,91591,110529,101060.0,High (100K-150K),Bennettland,SN,Senegal,Africa,Finance,Finance & Banking,Mid,Internship,Mid,2024-11-11,2024,11,4,November
407,Hays-Smith,Finance,AI Researcher,"FastAPI, NumPy, Excel",Entry,Full-time,"North Kristin, LC",115140-139207,2024/4/21,Mid,"MLflow, TensorFlow",Ai Researcher,AI Researcher,"['FastAPI', 'NumPy', 'Excel']","['MLflow', 'TensorFlow']",3,2,115140,139207,127173.5,High (100K-150K),North Kristin,LC,Saint Lucia,Caribbean,Finance,Finance & Banking,Entry,Full-Time,Mid,2024-04-21,2024,4,2,April
408,Hansen-Martin,Healthcare,ML Engineer,"Reinforcement Learning, GCP, PyTorch",Senior,Full-time,"Jessicaborough, BB",52749-82725,2024/11/8,Startup,"LangChain, MLflow, Scikit-learn",Ml Engineer,ML Engineer,"['Reinforcement Learning', 'GCP', 'PyTorch']","['LangChain', 'MLflow', 'Scikit-learn']",3,3,52749,82725,67737.0,Low (<70K),Jessicaborough,BB,Barbados,Caribbean,Healthcare,Healthcare,Senior,Full-Time,Startup,2024-11-08,2024,11,4,November
409,Calderon Inc,Retail,Quant Researcher,"GCP, SQL, R, AWS",Mid,Remote,"Alexanderfort, PT",59860-82154,2024/11/29,Startup,LangChain,Quant Researcher,Quant Researcher,"['GCP', 'SQL', 'R', 'AWS']",['LangChain'],4,1,59860,82154,71007.0,Mid (70K-100K),Alexanderfort,PT,Portugal,Europe,Retail,Retail & E-commerce,Mid,Remote,Startup,2024-11-29,2024,11,4,November
410,Brown Group,Healthcare,AI Researcher,"CUDA, SQL, AWS, Azure, Python",Senior,Contract,"Jameston, RO",134954-197152,2025/8/19,Startup,"LangChain, Scikit-learn",Ai Researcher,AI Researcher,"['CUDA', 'SQL', 'AWS', 'Azure', 'Python']","['LangChain', 'Scikit-learn']",5,2,134954,197152,166053.0,Very High (>150K),Jameston,RO,Romania,Europe,Healthcare,Healthcare,Senior,Contract,Startup,2025-08-19,2025,8,3,August
411,"Robertson, Davis and Gray",Tech,Data Analyst,"Excel, Scikit-learn, Flask, Power BI",Senior,Contract,"Martintown, TW",89200-180591,2025/8/9,Startup,"KDB+, FastAPI",Data Analyst,Data Analyst,"['Excel', 'Scikit-learn', 'Flask', 'Power BI']","['KDB+', 'FastAPI']",4,2,89200,180591,134895.5,High (100K-150K),Martintown,TW,Taiwan,Asia,Tech,Technology,Senior,Contract,Startup,2025-08-09,2025,8,3,August
412,"Anderson, Lawrence and Drake",Automotive,AI Researcher,"FastAPI, Azure, Pandas, NumPy",Entry,Full-time,"Annastad, AT",54169-136576,2025/6/28,Startup,"BigQuery, TensorFlow, KDB+",Ai Researcher,AI Researcher,"['FastAPI', 'Azure', 'Pandas', 'NumPy']","['BigQuery', 'TensorFlow', 'KDB+']",4,3,54169,136576,95372.5,Mid (70K-100K),Annastad,AT,Unknown,Other,Automotive,Automotive & Transportation,Entry,Full-Time,Startup,2025-06-28,2025,6,2,June
413,Lynn-Burke,Healthcare,Data Scientist,"PyTorch, Power BI, Scikit-learn",Entry,Remote,"East Carolport, BA",77375-151774,2024/12/17,Startup,"LangChain, MLflow",Data Scientist,Data Scientist,"['PyTorch', 'Power BI', 'Scikit-learn']","['LangChain', 'MLflow']",3,2,77375,151774,114574.5,High (100K-150K),East Carolport,BA,Bosnia and Herzegovina,Europe,Healthcare,Healthcare,Entry,Remote,Startup,2024-12-17,2024,12,4,December
414,Travis-Glass,Healthcare,AI Product Manager,"Hugging Face, PyTorch, Reinforcement Learning, MLflow, Scikit-learn",Mid,Internship,"Simmonsside, MW",44125-73147,2025/8/11,Large,"MLflow, Scikit-learn",Ai Product Manager,AI Product Manager,"['Hugging Face', 'PyTorch', 'Reinforcement Learning', 'MLflow', 'Scikit-learn']","['MLflow', 'Scikit-learn']",5,2,44125,73147,58636.0,Low (<70K),Simmonsside,MW,Malawi,Africa,Healthcare,Healthcare,Mid,Internship,Large,2025-08-11,2025,8,3,August
415,Leonard LLC,Education,Data Analyst,"LangChain, Python, MLflow, TensorFlow, FastAPI",Entry,Internship,"Bellfort, MV",68767-93624,2025/2/5,Mid,FastAPI,Data Analyst,Data Analyst,"['LangChain', 'Python', 'MLflow', 'TensorFlow', 'FastAPI']",['FastAPI'],5,1,68767,93624,81195.5,Mid (70K-100K),Bellfort,MV,Unknown,Other,Education,Education,Entry,Internship,Mid,2025-02-05,2025,2,1,February
416,"Kim, Allison and Ryan",Retail,ML Engineer,"Keras, Python, SQL",Mid,Contract,"Bowersberg, BD",43289-102091,2024/11/29,Large,"KDB+, PyTorch",Ml Engineer,ML Engineer,"['Keras', 'Python', 'SQL']","['KDB+', 'PyTorch']",3,2,43289,102091,72690.0,Mid (70K-100K),Bowersberg,BD,Bangladesh,Asia,Retail,Retail & E-commerce,Mid,Contract,Large,2024-11-29,2024,11,4,November
417,"Ellis, Townsend and Harrison",Finance,AI Product Manager,"SQL, R, TensorFlow, Flask",Entry,Internship,"South Andreamouth, AF",99708-126007,2024/5/19,Mid,"KDB+, LangChain",Ai Product Manager,AI Product Manager,"['SQL', 'R', 'TensorFlow', 'Flask']","['KDB+', 'LangChain']",4,2,99708,126007,112857.5,High (100K-150K),South Andreamouth,AF,Unknown,Other,Finance,Finance & Banking,Entry,Internship,Mid,2024-05-19,2024,5,2,May
418,"Steele, Aguilar and Jackson",Finance,ML Engineer,"Reinforcement Learning, Keras, NumPy, Pandas, Hugging Face, R",Entry,Contract,"North Amandamouth, IE",57692-81756,2025/4/6,Large,TensorFlow,Ml Engineer,ML Engineer,"['Reinforcement Learning', 'Keras', 'NumPy', 'Pandas', 'Hugging Face', 'R']",['TensorFlow'],6,1,57692,81756,69724.0,Low (<70K),North Amandamouth,IE,Unknown,Other,Finance,Finance & Banking,Entry,Contract,Large,2025-04-06,2025,4,2,April
419,Peck Group,Finance,AI Researcher,"Python, LangChain, CUDA, C++",Mid,Full-time,"West Christopherville, HR",54082-149736,2025/9/17,Mid,LangChain,Ai Researcher,AI Researcher,"['Python', 'LangChain', 'CUDA', 'C++']",['LangChain'],4,1,54082,149736,101909.0,High (100K-150K),West Christopherville,HR,Croatia,Europe,Finance,Finance & Banking,Mid,Full-Time,Mid,2025-09-17,2025,9,3,September
420,Higgins-Hall,E-commerce,Data Analyst,"Keras, R, NumPy, Reinforcement Learning",Mid,Contract,"Suttonland, MV",101456-135672,2024/3/16,Startup,"Scikit-learn, KDB+, MLflow",Data Analyst,Data Analyst,"['Keras', 'R', 'NumPy', 'Reinforcement Learning']","['Scikit-learn', 'KDB+', 'MLflow']",4,3,101456,135672,118564.0,High (100K-150K),Suttonland,MV,Unknown,Other,E-Commerce,Retail & E-commerce,Mid,Contract,Startup,2024-03-16,2024,3,1,March
421,"Hicks, Sullivan and Kline",Education,AI Researcher,"TensorFlow, Keras, Python, FastAPI",Mid,Contract,"Steveborough, LR",77948-107734,2025/3/15,Startup,"LangChain, FastAPI, TensorFlow",Ai Researcher,AI Researcher,"['TensorFlow', 'Keras', 'Python', 'FastAPI']","['LangChain', 'FastAPI', 'TensorFlow']",4,3,77948,107734,92841.0,Mid (70K-100K),Steveborough,LR,Liberia,Africa,Education,Education,Mid,Contract,Startup,2025-03-15,2025,3,1,March
422,Marquez and Sons,Retail,AI Researcher,"Pandas, C++, PyTorch, TensorFlow",Mid,Contract,"East Aaron, IQ",143838-191740,2024/2/19,Mid,LangChain,Ai Researcher,AI Researcher,"['Pandas', 'C++', 'PyTorch', 'TensorFlow']",['LangChain'],4,1,143838,191740,167789.0,Very High (>150K),East Aaron,IQ,Iraq,Asia,Retail,Retail & E-commerce,Mid,Contract,Mid,2024-02-19,2024,2,1,February
423,Moore-Mann,Education,Quant Researcher,"FastAPI, CUDA, R, Scikit-learn",Entry,Contract,"Melvintown, HT",64090-112937,2024/2/20,Large,"TensorFlow, PyTorch",Quant Researcher,Quant Researcher,"['FastAPI', 'CUDA', 'R', 'Scikit-learn']","['TensorFlow', 'PyTorch']",4,2,64090,112937,88513.5,Mid (70K-100K),Melvintown,HT,Unknown,Other,Education,Education,Entry,Contract,Large,2024-02-20,2024,2,1,February
424,Ramirez Ltd,Finance,ML Engineer,"LangChain, MLflow, Flask, AWS",Entry,Internship,"South Jeremyton, AM",67555-113613,2025/7/11,Large,LangChain,Ml Engineer,ML Engineer,"['LangChain', 'MLflow', 'Flask', 'AWS']",['LangChain'],4,1,67555,113613,90584.0,Mid (70K-100K),South Jeremyton,AM,Armenia,Asia,Finance,Finance & Banking,Entry,Internship,Large,2025-07-11,2025,7,3,July
